registry,name,gender,birth_date,email,class_group_id,father_name,father_phone,mother_name,mother_phone
202500427,Laura Ferreira Ferreira,F,10/03/2009,laura.ferreira202500427@escola.edu.br,2A_EM,Matheus Alves Costa,(51) 92835-3424,Maria Gomes Carvalho,(85) 91371-5803
202500428,Cauã Teixeira Lima,M,14/06/2009,caua.lima202500428@escola.edu.br,2A_EM,Leandro Duarte Borges,(11) 95776-4097,Juliana Santos Farias,(41) 99513-6503
202500429,Henrique Borges Borges,M,19/08/2009,henrique.borges202500429@escola.edu.br,2A_EM,Kaique Monteiro Santana,(65) 99986-8295,Laura Barbosa Campos,(31) 96021-3813
202500430,Raquel Cardoso Andrade,F,05/01/2009,raquel.andrade202500430@escola.edu.br,2A_EM,Ricardo Vieira Freitas,(31) 93634-9770,Vitória Ribeiro Ribeiro,(65) 93514-3641
202500431,Lucas Rocha Campos,M,09/08/2008,lucas.campos202500431@escola.edu.br,2A_EM,Alexandre Ribeiro Carvalho,(85) 91568-6192,Carolina Gomes Andrade,(81) 99845-3663
202500432,Lívia Santos Nunes,F,15/03/2009,livia.nunes202500432@escola.edu.br,2A_EM,Victor Gomes Silva,(47) 99948-9313,Bruna Borges Guimarães,(51) 98764-5748
202500433,Laís Campos Cavalcante,F,24/10/2008,lais.cavalcante202500433@escola.edu.br,2A_EM,Leandro Dias Monteiro,(21) 98847-1656,Manuela Cunha Castro,(21) 96047-1406
202500434,Marcos Mendes Nascimento,M,02/06/2008,marcos.nascimento202500434@escola.edu.br,2A_EM,Francisco Borges Martins,(92) 99625-4639,Nathalia Fernandes Martins,(11) 92369-9821
202500435,Alice Cavalcante Ferreira,F,16/04/2009,alice.ferreira202500435@escola.edu.br,2A_EM,Victor Pinto Pinto,(85) 91918-6915,Elisa Gomes Guimarães,(65) 98006-7056
202500436,João Vieira Nascimento,M,15/05/2009,joao.nascimento202500436@escola.edu.br,2A_EM,Luiz Ferreira Carvalho,(47) 98278-7809,Joana Vieira Costa,(48) 97944-7786
202500437,José Pinto Ferreira,M,10/04/2008,jose.ferreira202500437@escola.edu.br,2A_EM,Sérgio Santana Dias,(21) 97156-2449,Ana Marques Correia,(51) 97791-3865
202500438,Eduarda Campos Melo,F,06/04/2008,eduarda.melo202500438@escola.edu.br,2A_EM,Marcelo Vieira Castro,(81) 91691-5947,Viviane Barbosa Ramos,(85) 98593-4678
202500439,João Gomes Sousa,M,27/11/2009,joao.sousa202500439@escola.edu.br,2A_EM,Roberto Cardoso Pereira,(62) 95713-7834,Paula Ramos Monteiro,(62) 95009-1466
202500440,Leonardo Ramos Rodrigues,M,16/10/2009,leonardo.rodrigues202500440@escola.edu.br,2A_EM,Antônio Machado Sousa,(62) 98799-2959,Daniela Gonçalves Azevedo,(92) 91287-5252
202500441,Gabriel Gomes Rocha,M,05/12/2009,gabriel.rocha202500441@escola.edu.br,2B_EM,Ricardo Costa Souza,(51) 96917-7873,Helena Nascimento Souza,(51) 95778-9677
202500442,Juliana Gonçalves Martins,F,20/02/2008,juliana.martins202500442@escola.edu.br,2B_EM,Yago Costa Teixeira,(61) 96180-5932,Vanessa Cunha Monteiro,(47) 96939-2570
202500443,Carolina Xavier Gomes,F,17/03/2008,carolina.gomes202500443@escola.edu.br,2B_EM,Fernando Andrade Brito,(81) 97750-6575,Natália Alves Carvalho,(31) 99247-4622
202500444,Tatiana Moura Monteiro,F,15/07/2008,tatiana.monteiro202500444@escola.edu.br,2B_EM,Matheus Pereira Xavier,(31) 91284-8856,Carolina Barbosa Monteiro,(61) 93277-8240
202500445,Aline Santana Melo,F,23/03/2009,aline.melo202500445@escola.edu.br,2B_EM,Diego Santos Duarte,(65) 92943-4643,Manuela Monteiro Gomes,(47) 94712-6036
202500446,Gustavo Ferreira Machado,M,01/02/2008,gustavo.machado202500446@escola.edu.br,2B_EM,Samuel Cardoso Melo,(71) 91696-4217,Letícia Oliveira Rezende,(62) 99412-1971
202500447,Thiago Oliveira Rodrigues,M,01/11/2009,thiago.rodrigues202500447@escola.edu.br,2B_EM,Yago Alves Rezende,(21) 94365-4277,Paula Cavalcante Nascimento,(11) 92487-3384
202500448,Vanessa Araújo Nascimento,F,28/03/2009,vanessa.nascimento202500448@escola.edu.br,2B_EM,Danilo Brito Azevedo,(92) 94962-9272,Thaís Rodrigues Alves,(65) 91229-9664
202500449,André Vieira Costa,M,04/12/2008,andre.costa202500449@escola.edu.br,2B_EM,Carlos Gonçalves Guimarães,(81) 97004-4033,Joana Cunha Alves,(31) 96813-7219
202500450,Danilo Almeida Marques,M,04/06/2008,danilo.marques202500450@escola.edu.br,2B_EM,Renato Pereira Santana,(31) 99123-6918,Eduarda Vieira Castro,(47) 91665-2347
202500451,Bruno Moreira Vieira,M,24/10/2009,bruno.vieira202500451@escola.edu.br,2B_EM,Diego Cunha Mendes,(41) 97672-5761,Isabela Martins Rodrigues,(65) 98793-7020
202500452,Cauã Ramos Cunha,M,15/07/2008,caua.cunha202500452@escola.edu.br,2B_EM,Tiago Cavalcante Cunha,(21) 92953-3348,Elisa Nunes Monteiro,(92) 92666-3764
202500453,André Dias Martins,M,08/02/2009,andre.martins202500453@escola.edu.br,2B_EM,Vitor Azevedo Ramos,(51) 95472-7557,Carolina Cardoso Cavalcante,(92) 97626-8938
202500454,Mariana Brito Freitas,F,09/02/2008,mariana.freitas202500454@escola.edu.br,2B_EM,Fábio Ramos Almeida,(62) 93205-1486,Letícia Duarte Souza,(65) 92117-9161
202500455,Paula Moreira Pinto,F,10/03/2009,paula.pinto202500455@escola.edu.br,2B_EM,Jorge Moura Alves,(48) 92253-9518,Nathalia Ramos Rezende,(81) 94308-5809
202500456,Maria Gonçalves Sousa,F,18/09/2009,maria.sousa202500456@escola.edu.br,2B_EM,Pedro Melo Oliveira,(71) 92951-7285,Joana Rocha Moreira,(81) 98531-1589
202500457,Luiz Cavalcante Brito,M,06/12/2009,luiz.brito202500457@escola.edu.br,2B_EM,Fábio Machado Lima,(51) 97374-8986,Laís Pereira Campos,(62) 99037-9837
202500458,Luana Castro Costa,F,09/07/2008,luana.costa202500458@escola.edu.br,2B_EM,Fábio Araújo Moreira,(92) 96779-5660,Amanda Souza Santos,(92) 91739-3100
202500459,Carolina Farias Duarte,F,11/11/2008,carolina.duarte202500459@escola.edu.br,2B_EM,Marcelo Alves Machado,(61) 96855-7749,Carolina Souza Cavalcante,(41) 95056-4844
202500460,Viviane Ferreira Monteiro,F,04/05/2008,viviane.monteiro202500460@escola.edu.br,2B_EM,Henrique Costa Santos,(85) 96343-1612,Laura Cavalcante Machado,(92) 99433-7900
202500461,Enzo Cardoso Araújo,M,13/06/2007,enzo.araujo202500461@escola.edu.br,3A_EM,Antônio Moreira Rocha,(92) 92601-9001,Letícia Monteiro Cunha,(41) 96504-9138
202500462,Laís Cavalcante Dias,F,10/10/2007,lais.dias202500462@escola.edu.br,3A_EM,Alexandre Machado Martins,(81) 92234-9779,Rafaela Vieira Sousa,(11) 95871-7586
202500463,Bárbara Duarte Ferreira,F,11/10/2007,barbara.ferreira202500463@escola.edu.br,3A_EM,Leonardo Rodrigues Campos,(48) 99700-8786,Isabela Carvalho Nascimento,(48) 92256-5945
202500464,Yasmin Machado Cavalcante,F,14/04/2008,yasmin.cavalcante202500464@escola.edu.br,3A_EM,Caio Sousa Moura,(85) 98425-9971,Paula Santos Correia,(47) 99457-4056
202500465,Rafaela Cavalcante Xavier,F,21/05/2008,rafaela.xavier202500465@escola.edu.br,3A_EM,Guilherme Farias Moura,(65) 98106-1981,Renata Martins Andrade,(81) 93420-4938
202500466,Cauã Melo Barbosa,M,11/07/2008,caua.barbosa202500466@escola.edu.br,3A_EM,Matheus Correia Carvalho,(65) 97757-5373,Vitória Borges Costa,(51) 94868-7649
202500467,Rodrigo Martins Santos,M,15/05/2007,rodrigo.santos202500467@escola.edu.br,3A_EM,Fábio Castro Machado,(71) 91606-4309,Natália Fernandes Lima,(11) 95233-5551
202500468,Paula Borges Oliveira,F,02/01/2008,paula.oliveira202500468@escola.edu.br,3A_EM,Felipe Rocha Pinto,(51) 92041-7668,Daniela Cavalcante Cavalcante,(21) 97502-3302
202500469,Antônio Duarte Gonçalves,M,22/09/2007,antonio.goncalves202500469@escola.edu.br,3A_EM,José Brito Santana,(51) 99133-2478,Sabrina Pinto Pereira,(48) 96134-6395
202500470,Clarice Moreira Farias,F,07/07/2007,clarice.farias202500470@escola.edu.br,3A_EM,Rodrigo Alves Ribeiro,(41) 95498-8200,Gabriela Sousa Araújo,(11) 99034-9740
202500471,Bruno Rocha Teixeira,M,22/08/2008,bruno.teixeira202500471@escola.edu.br,3A_EM,Paulo Fernandes Rezende,(31) 96947-8786,Eduarda Andrade Xavier,(51) 91345-1570
202500472,Isadora Farias Souza,F,18/05/2007,isadora.souza202500472@escola.edu.br,3A_EM,Marcelo Barbosa Correia,(47) 96945-2999,Sandra Lopes Mendes,(71) 91128-7438
202500473,Sofia Barbosa Ferreira,F,07/05/2007,sofia.ferreira202500473@escola.edu.br,3A_EM,Daniel Mendes Correia,(61) 97656-1555,Vanessa Ferreira Xavier,(48) 99055-8718
202500474,Bruna Guimarães Machado,F,23/03/2007,bruna.machado202500474@escola.edu.br,3A_EM,Thiago Gonçalves Rodrigues,(61) 97895-9973,Clarice Rocha Freitas,(47) 91448-1853
202500475,Paula Correia Mendes,F,13/01/2007,paula.mendes202500475@escola.edu.br,3A_EM,André Correia Barbosa,(61) 92347-2815,Natália Lopes Santana,(47) 93131-7722
202500476,Amanda Mendes Cardoso,F,06/05/2007,amanda.cardoso202500476@escola.edu.br,3A_EM,Cauã Araújo Xavier,(61) 95616-4254,Larissa Marques Andrade,(31) 97447-7182
202500477,Thaís Almeida Santos,F,21/09/2007,thais.santos202500477@escola.edu.br,3A_EM,Jorge Correia Almeida,(21) 98576-4248,Sofia Monteiro Costa,(11) 97570-8027
202500478,Mariana Ferreira Andrade,F,04/10/2007,mariana.andrade202500478@escola.edu.br,3A_EM,João Guimarães Santana,(71) 98433-9096,Lívia Almeida Guimarães,(41) 94121-5361
202500479,Fábio Moreira Lima,M,20/04/2008,fabio.lima202500479@escola.edu.br,3A_EM,Carlos Xavier Vieira,(47) 94102-7853,Paula Marques Rezende,(31) 91471-5754
202500480,Sabrina Moura Mendes,F,19/06/2007,sabrina.mendes202500480@escola.edu.br,3A_EM,Cauã Borges Freitas,(21) 91169-8682,Manuela Rocha Monteiro,(71) 94476-7283
202500481,Clarice Pinto Sousa,F,18/02/2007,clarice.sousa202500481@escola.edu.br,3B_EM,Gabriel Souza Dias,(41) 98715-6804,Aline Cavalcante Farias,(92) 91745-1087
202500482,Jorge Moreira Barbosa,M,12/11/2008,jorge.barbosa202500482@escola.edu.br,3B_EM,Gustavo Castro Oliveira,(92) 93938-5264,Natália Gonçalves Ramos,(61) 98669-3161
202500483,Davi Santana Machado,M,04/05/2007,davi.machado202500483@escola.edu.br,3B_EM,Victor Oliveira Lima,(81) 95603-6907,Isabela Vieira Sousa,(92) 95321-9470
202500484,Daniel Rocha Duarte,M,18/03/2008,daniel.duarte202500484@escola.edu.br,3B_EM,Kaique Correia Farias,(81) 91871-4095,Mariana Souza Almeida,(31) 91587-8704
202500485,Davi Freitas Machado,M,02/08/2007,davi.machado202500485@escola.edu.br,3B_EM,Leandro Nascimento Guimarães,(85) 98949-8499,Maria Pereira Azevedo,(65) 93425-3025
202500486,Carlos Vieira Ribeiro,M,17/12/2007,carlos.ribeiro202500486@escola.edu.br,3B_EM,Leonardo Campos Cavalcante,(92) 94479-1067,Renata Brito Campos,(31) 97822-2258
202500487,Fábio Cunha Alves,M,10/01/2008,fabio.alves202500487@escola.edu.br,3B_EM,Cauã Cunha Pereira,(71) 97120-2737,Amanda Gomes Santos,(21) 98540-8861
202500488,Leonardo Pinto Cavalcante,M,02/06/2007,leonardo.cavalcante202500488@escola.edu.br,3B_EM,Ruan Moura Mendes,(61) 93118-4463,Fernanda Farias Borges,(51) 96294-1909
202500489,Tatiana Pinto Moreira,F,09/07/2007,tatiana.moreira202500489@escola.edu.br,3B_EM,Eduardo Lopes Brito,(65) 97535-2461,Beatriz Carvalho Costa,(71) 97592-5668
202500490,Valentina Gomes Pereira,F,26/08/2008,valentina.pereira202500490@escola.edu.br,3B_EM,Vitor Duarte Farias,(51) 93151-6882,Isadora Alves Andrade,(85) 94274-9021
202500491,Marcelo Cardoso Fernandes,M,25/02/2008,marcelo.fernandes202500491@escola.edu.br,3B_EM,Vitor Farias Andrade,(92) 94053-8112,Helena Machado Ferreira,(11) 99410-6599
202500492,Alice Almeida Borges,F,17/08/2007,alice.borges202500492@escola.edu.br,3B_EM,Roberto Borges Santana,(21) 95762-8671,Isabela Ferreira Farias,(81) 95921-3434
202500493,Alice Barbosa Lopes,F,19/05/2008,alice.lopes202500493@escola.edu.br,3B_EM,Gabriel Castro Rodrigues,(11) 99411-2763,Patrícia Machado Marques,(21) 98612-5151
202500494,José Ferreira Brito,M,24/02/2007,jose.brito202500494@escola.edu.br,3B_EM,Kaique Freitas Ribeiro,(48) 93985-7438,Camila Ferreira Marques,(47) 95876-6143
202500495,Laura Melo Cavalcante,F,26/10/2008,laura.cavalcante202500495@escola.edu.br,3B_EM,Thiago Dias Farias,(31) 94458-4032,Larissa Duarte Pinto,(51) 92742-8107
202500496,Ana Nunes Pereira,F,21/03/2007,ana.pereira202500496@escola.edu.br,3B_EM,Sérgio Freitas Monteiro,(71) 98974-5961,Bárbara Xavier Moura,(61) 97471-5958
202500497,Gustavo Silva Martins,M,23/01/2007,gustavo.martins202500497@escola.edu.br,3B_EM,André Santos Carvalho,(81) 93378-4961,Isabela Correia Rezende,(85) 94127-2410
202500498,Renato Gomes Cardoso,M,04/01/2008,renato.cardoso202500498@escola.edu.br,3B_EM,Daniel Gomes Duarte,(47) 98295-8947,Luana Santos Mendes,(92) 94975-4298
202500499,Caio Souza Dias,M,21/02/2007,caio.dias202500499@escola.edu.br,3B_EM,Davi Machado Marques,(65) 99121-5764,Camila Ramos Nunes,(81) 99410-8993
202500500,Gabriel Santana Santos,M,11/10/2008,gabriel.santos202500500@escola.edu.br,3B_EM,Luiz Rodrigues Fernandes,(62) 97834-8755,Lívia Ramos Moura,(62) 96681-8345
